img,ann,phase,split,fold
data/public/img/train/75b75ea5bd9810e60f661f3571486a8d.jpg,data/public/ann/train/75b75ea5bd9810e60f661f3571486a8d.png,public,train,0
data/public/img/train/75b646f640bbc6d9ba21db98403af097.jpg,data/public/ann/train/75b646f640bbc6d9ba21db98403af097.png,public,train,2
data/public/img/train/75b3124aa88b14c39584323682d41d52.jpg,data/public/ann/train/75b3124aa88b14c39584323682d41d52.png,public,train,3
data/public/img/train/75fca65b9a03ceb7061167e660ac9730.jpg,data/public/ann/train/75fca65b9a03ceb7061167e660ac9730.png,public,train,2
data/public/img/train/76a25cb47fa22d29009af3f63b30ec9c.jpg,data/public/ann/train/76a25cb47fa22d29009af3f63b30ec9c.png,public,train,3
data/public/img/train/76ae1260a05ae9ae638d486a0415d5a4.jpg,data/public/ann/train/76ae1260a05ae9ae638d486a0415d5a4.png,public,train,3
data/public/img/train/76b5b13336d8d9228eb79b11f50ddc44.jpg,data/public/ann/train/76b5b13336d8d9228eb79b11f50ddc44.png,public,train,3
data/public/img/train/76b51ea3ae2ed632f8c743511fac61e2.jpg,data/public/ann/train/76b51ea3ae2ed632f8c743511fac61e2.png,public,train,2
data/public/img/train/76c20bd7d66a5ca1b301d7f04708d149.jpg,data/public/ann/train/76c20bd7d66a5ca1b301d7f04708d149.png,public,train,0
data/public/img/train/76dc1a359fdcacfb468f559758deee25.jpg,data/public/ann/train/76dc1a359fdcacfb468f559758deee25.png,public,train,3
data/public/img/train/76e5f719d2f63b0c3b117f23984d3488.jpg,data/public/ann/train/76e5f719d2f63b0c3b117f23984d3488.png,public,train,3
data/public/img/train/76e76c802c0a27e73d152db5180db4c8.jpg,data/public/ann/train/76e76c802c0a27e73d152db5180db4c8.png,public,train,3
data/public/img/train/76ebfa075b9b068365d9ef1c45470f26.jpg,data/public/ann/train/76ebfa075b9b068365d9ef1c45470f26.png,public,train,3
data/public/img/train/76f77a7eaac8d66dddd00d52ac73a375.jpg,data/public/ann/train/76f77a7eaac8d66dddd00d52ac73a375.png,public,train,1
data/public/img/train/76f255f2dd298f329aa3ef39a5dd12cc.jpg,data/public/ann/train/76f255f2dd298f329aa3ef39a5dd12cc.png,public,train,4
data/public/img/train/77a1b9b7dabca51dd4a3e4e3fb731d3a.jpg,data/public/ann/train/77a1b9b7dabca51dd4a3e4e3fb731d3a.png,public,train,2
data/public/img/train/77a3ef8fb96aaf37519b66900e95b01f.jpg,data/public/ann/train/77a3ef8fb96aaf37519b66900e95b01f.png,public,train,1
data/public/img/train/77aa98093ecab7435aa2955068240ec9.jpg,data/public/ann/train/77aa98093ecab7435aa2955068240ec9.png,public,train,4
data/public/img/train/77afb0d6d2a33cc297987cabb9bb4896.jpg,data/public/ann/train/77afb0d6d2a33cc297987cabb9bb4896.png,public,train,2
data/public/img/train/77bc941020cc11562fdfc2b45b0e9ba4.jpg,data/public/ann/train/77bc941020cc11562fdfc2b45b0e9ba4.png,public,train,2
data/public/img/train/77d80f7c6027bf2cc739570453a2cc7a.jpg,data/public/ann/train/77d80f7c6027bf2cc739570453a2cc7a.png,public,train,4
data/public/img/train/77e63b59ea077f053340d858205c10bd.jpg,data/public/ann/train/77e63b59ea077f053340d858205c10bd.png,public,train,4
data/public/img/train/77e12755e46915d4d5a1ed0debfad811.jpg,data/public/ann/train/77e12755e46915d4d5a1ed0debfad811.png,public,train,3
data/public/img/train/77ebad3542b3b3525b34d035352bc892.jpg,data/public/ann/train/77ebad3542b3b3525b34d035352bc892.png,public,train,4
data/public/img/train/77ed4dde2a032aee1114835bd9864287.jpg,data/public/ann/train/77ed4dde2a032aee1114835bd9864287.png,public,train,3
data/public/img/train/78a55399d07b782ae4c011c5486b0d65.jpg,data/public/ann/train/78a55399d07b782ae4c011c5486b0d65.png,public,train,1
data/public/img/train/78acc90d68460608a0d6a518529b951e.jpg,data/public/ann/train/78acc90d68460608a0d6a518529b951e.png,public,train,4
data/public/img/train/78c5dd4dcc6c42af453fdd2420bb901c.jpg,data/public/ann/train/78c5dd4dcc6c42af453fdd2420bb901c.png,public,train,4
data/public/img/train/78c320ef97b54f58ffcde4e03de8d159.jpg,data/public/ann/train/78c320ef97b54f58ffcde4e03de8d159.png,public,train,2
data/public/img/train/78f9957cfa3b8d380809fb387791009a.jpg,data/public/ann/train/78f9957cfa3b8d380809fb387791009a.png,public,train,2
data/public/img/train/79a4f2c5d0082fd922e08949030a31b9.jpg,data/public/ann/train/79a4f2c5d0082fd922e08949030a31b9.png,public,train,3
data/public/img/train/79b0ea82d818c9fc04b72c33db487b38.jpg,data/public/ann/train/79b0ea82d818c9fc04b72c33db487b38.png,public,train,4
data/public/img/train/79b32e5eade2c475436c767a47befef0.jpg,data/public/ann/train/79b32e5eade2c475436c767a47befef0.png,public,train,3
data/public/img/train/79c48cd8ddfbee823e0346627fe4ea40.jpg,data/public/ann/train/79c48cd8ddfbee823e0346627fe4ea40.png,public,train,3
data/public/img/train/79e7ac400d0011d72ac98220ff73e71b.jpg,data/public/ann/train/79e7ac400d0011d72ac98220ff73e71b.png,public,train,1
data/public/img/train/79e8f4e410d3b6d85617de4dd101d574.jpg,data/public/ann/train/79e8f4e410d3b6d85617de4dd101d574.png,public,train,4
data/public/img/train/80a97811fea455640639645123dafc8c.jpg,data/public/ann/train/80a97811fea455640639645123dafc8c.png,public,train,1
data/public/img/train/80af681cb6162f77b7c8e392dc665ebf.jpg,data/public/ann/train/80af681cb6162f77b7c8e392dc665ebf.png,public,train,4
data/public/img/train/80bb56d424c749035bed640b9ccdd506.jpg,data/public/ann/train/80bb56d424c749035bed640b9ccdd506.png,public,train,3
data/public/img/train/80bf4f72dad37ef95a7219227359478d.jpg,data/public/ann/train/80bf4f72dad37ef95a7219227359478d.png,public,train,1
data/public/img/train/80cb70a7af1164d6a4de74df2b13ef59.jpg,data/public/ann/train/80cb70a7af1164d6a4de74df2b13ef59.png,public,train,1
data/public/img/train/80cb629fc42581021cfcd104fc635eee.jpg,data/public/ann/train/80cb629fc42581021cfcd104fc635eee.png,public,train,1
data/public/img/train/80ee8e9c76922e0872ff32e7ee701386.jpg,data/public/ann/train/80ee8e9c76922e0872ff32e7ee701386.png,public,train,2
data/public/img/train/80f2ef69c61eed4841f9feacbc3b7792.jpg,data/public/ann/train/80f2ef69c61eed4841f9feacbc3b7792.png,public,train,1
data/public/img/train/80f7458bccd2cb08be4c1a7ff4842c24.jpg,data/public/ann/train/80f7458bccd2cb08be4c1a7ff4842c24.png,public,train,1
data/public/img/train/81a5cf4c53be522cc1a18ac60768d18b.jpg,data/public/ann/train/81a5cf4c53be522cc1a18ac60768d18b.png,public,train,3
data/public/img/train/81c4b51598d6bf0c78cef801e23f9c4f.jpg,data/public/ann/train/81c4b51598d6bf0c78cef801e23f9c4f.png,public,train,1
data/public/img/train/81c98a9175d2391855899850ef6176e9.jpg,data/public/ann/train/81c98a9175d2391855899850ef6176e9.png,public,train,1
data/public/img/train/81ccf427e39028608dbb8f5353543f42.jpg,data/public/ann/train/81ccf427e39028608dbb8f5353543f42.png,public,train,2
data/public/img/train/81cf6422e06d2f70eb69e4c7dbb1fca7.jpg,data/public/ann/train/81cf6422e06d2f70eb69e4c7dbb1fca7.png,public,train,2
data/public/img/train/81d07e1dd6bce2989609ee5420d77ff8.jpg,data/public/ann/train/81d07e1dd6bce2989609ee5420d77ff8.png,public,train,0
data/public/img/train/81f7661a1852ea0da693b9872fb27184.jpg,data/public/ann/train/81f7661a1852ea0da693b9872fb27184.png,public,train,3
data/public/img/train/82ac1e2c5e4fc5867c9ccf3970a26743.jpg,data/public/ann/train/82ac1e2c5e4fc5867c9ccf3970a26743.png,public,train,2
data/public/img/train/82ad1204665c440bbafc9d7f7dc7acdb.jpg,data/public/ann/train/82ad1204665c440bbafc9d7f7dc7acdb.png,public,train,0
data/public/img/train/82c3cbba6de98a3008ea8de61fb77cd1.jpg,data/public/ann/train/82c3cbba6de98a3008ea8de61fb77cd1.png,public,train,1
data/public/img/train/082c6d0198d97b15c7c8167e9d5340d2.jpg,data/public/ann/train/082c6d0198d97b15c7c8167e9d5340d2.png,public,train,4
data/public/img/train/82d0f951f060ff9f7b3aa64a3540a7ee.jpg,data/public/ann/train/82d0f951f060ff9f7b3aa64a3540a7ee.png,public,train,2
data/public/img/train/82e739ba033dce42fbeb13144bf5a752.jpg,data/public/ann/train/82e739ba033dce42fbeb13144bf5a752.png,public,train,4
data/public/img/train/83bb28ca48d3086f3b2a07eec2589848.jpg,data/public/ann/train/83bb28ca48d3086f3b2a07eec2589848.png,public,train,3
data/public/img/train/83c52ca09fa80c6a0693b780f325bd0d.jpg,data/public/ann/train/83c52ca09fa80c6a0693b780f325bd0d.png,public,train,0
data/public/img/train/083fc33dda1d6dbb6ade2340c04383d6.jpg,data/public/ann/train/083fc33dda1d6dbb6ade2340c04383d6.png,public,train,2
data/public/img/train/84ad87fd7e58b42b20581df05dc5f688.jpg,data/public/ann/train/84ad87fd7e58b42b20581df05dc5f688.png,public,train,1
data/public/img/train/84b026c57b4dcf75505a246c8a76a4e9.jpg,data/public/ann/train/84b026c57b4dcf75505a246c8a76a4e9.png,public,train,1
data/public/img/train/84c53c1252c1cb3256e8bfdf85528767.jpg,data/public/ann/train/84c53c1252c1cb3256e8bfdf85528767.png,public,train,1
data/public/img/train/84d380220f14db1ea29438e0a8fe38b0.jpg,data/public/ann/train/84d380220f14db1ea29438e0a8fe38b0.png,public,train,2
data/public/img/train/85ad931a3a0569c59a67880d3339690d.jpg,data/public/ann/train/85ad931a3a0569c59a67880d3339690d.png,public,train,1
data/public/img/train/85c08d38b7ab61d44ffa95755e4b09d9.jpg,data/public/ann/train/85c08d38b7ab61d44ffa95755e4b09d9.png,public,train,2
data/public/img/train/85caeb3325c2a3c7ee3a039735722110.jpg,data/public/ann/train/85caeb3325c2a3c7ee3a039735722110.png,public,train,4
data/public/img/train/86b5e13e229f77716b5bba1254f504dd.jpg,data/public/ann/train/86b5e13e229f77716b5bba1254f504dd.png,public,train,4
data/public/img/train/86bc4abb6f225a61725a28733598f604.jpg,data/public/ann/train/86bc4abb6f225a61725a28733598f604.png,public,train,0
data/public/img/train/86caccd4275b51289c590ebd6744d5ac.jpg,data/public/ann/train/86caccd4275b51289c590ebd6744d5ac.png,public,train,2
data/public/img/train/86cbd95e41db6ce18a4af889183ad995.jpg,data/public/ann/train/86cbd95e41db6ce18a4af889183ad995.png,public,train,2
data/public/img/train/86d0063bd809d862535afb9e68b25701.jpg,data/public/ann/train/86d0063bd809d862535afb9e68b25701.png,public,train,1
data/public/img/train/86da07edf4cb0ab19ff70b635bacf04e.jpg,data/public/ann/train/86da07edf4cb0ab19ff70b635bacf04e.png,public,train,1
data/public/img/train/86fc153b70d49026204893ddb67e6f7e.jpg,data/public/ann/train/86fc153b70d49026204893ddb67e6f7e.png,public,train,1
data/public/img/train/87b58bb65f642028068d0217444035eb.jpg,data/public/ann/train/87b58bb65f642028068d0217444035eb.png,public,train,0
data/public/img/train/87c24d250e99497ff64f19fa5daffe43.jpg,data/public/ann/train/87c24d250e99497ff64f19fa5daffe43.png,public,train,1
data/public/img/train/87c865e685c7255846171e92c0f598e2.jpg,data/public/ann/train/87c865e685c7255846171e92c0f598e2.png,public,train,3
data/public/img/train/87d2c0d5fb31de71f1f6feca2b4fa37f.jpg,data/public/ann/train/87d2c0d5fb31de71f1f6feca2b4fa37f.png,public,train,4
data/public/img/train/87e6e7ac044665d116b786a80513b411.jpg,data/public/ann/train/87e6e7ac044665d116b786a80513b411.png,public,train,2
data/public/img/train/87ef05b3b23cc7ac07176d7058884835.jpg,data/public/ann/train/87ef05b3b23cc7ac07176d7058884835.png,public,train,4
data/public/img/train/88a04a1612a51aad30874f0078edc44a.jpg,data/public/ann/train/88a04a1612a51aad30874f0078edc44a.png,public,train,2
data/public/img/train/88a851c2fb6f6e38a1ffd1afd58281f5.jpg,data/public/ann/train/88a851c2fb6f6e38a1ffd1afd58281f5.png,public,train,3
data/public/img/train/88b9e6d6aeabf862bd896e66dd4e5291.jpg,data/public/ann/train/88b9e6d6aeabf862bd896e66dd4e5291.png,public,train,4
data/public/img/train/88b6389aab3427841e15e11a69cf4ae4.jpg,data/public/ann/train/88b6389aab3427841e15e11a69cf4ae4.png,public,train,0
data/public/img/train/88cb13f09e5d0e81739efa6c84d04844.jpg,data/public/ann/train/88cb13f09e5d0e81739efa6c84d04844.png,public,train,4
data/public/img/train/88ec6e1d141cc4a2246e100f14ee6315.jpg,data/public/ann/train/88ec6e1d141cc4a2246e100f14ee6315.png,public,train,0
data/public/img/train/88f71a08a2e4f3b8ef56709a47542994.jpg,data/public/ann/train/88f71a08a2e4f3b8ef56709a47542994.png,public,train,3
data/public/img/train/89a4d68a615306b8d4fd1cba5def442a.jpg,data/public/ann/train/89a4d68a615306b8d4fd1cba5def442a.png,public,train,4
data/public/img/train/89a871ec9defc0bea162e9ac8a532e76.jpg,data/public/ann/train/89a871ec9defc0bea162e9ac8a532e76.png,public,train,1
data/public/img/train/89b7dd9fb156999b476d00e47baedf26.jpg,data/public/ann/train/89b7dd9fb156999b476d00e47baedf26.png,public,train,3
data/public/img/train/89cd5cd6b613191c3c7f5f9b07f33f74.jpg,data/public/ann/train/89cd5cd6b613191c3c7f5f9b07f33f74.png,public,train,0
data/public/img/train/89d6e9bfce1bad23161c47db2a81f0fc.jpg,data/public/ann/train/89d6e9bfce1bad23161c47db2a81f0fc.png,public,train,2
data/public/img/train/89f9c9f65d30c69b249d42fb15b0d3d7.jpg,data/public/ann/train/89f9c9f65d30c69b249d42fb15b0d3d7.png,public,train,3
data/public/img/train/89f279e4157793c84b4ca0549844b65e.jpg,data/public/ann/train/89f279e4157793c84b4ca0549844b65e.png,public,train,2
data/public/img/train/089f889c0b38f388f90d311966f2e645.jpg,data/public/ann/train/089f889c0b38f388f90d311966f2e645.png,public,train,2
data/public/img/train/89ff55241eebfd2038977a85aa5f0700.jpg,data/public/ann/train/89ff55241eebfd2038977a85aa5f0700.png,public,train,0
data/public/img/train/90a3b32dd0dd7722ecbc23d8a7e05654.jpg,data/public/ann/train/90a3b32dd0dd7722ecbc23d8a7e05654.png,public,train,3
data/public/img/train/90b01d56735aada89922c327aeeafe91.jpg,data/public/ann/train/90b01d56735aada89922c327aeeafe91.png,public,train,1
data/public/img/train/90c450fa9ce496952155c9423cd4f117.jpg,data/public/ann/train/90c450fa9ce496952155c9423cd4f117.png,public,train,4
data/public/img/train/90d44c495f9ee0e474a991a5ea6b5065.jpg,data/public/ann/train/90d44c495f9ee0e474a991a5ea6b5065.png,public,train,2
data/public/img/train/90ed9150fe3733db6fc0a038678b4996.jpg,data/public/ann/train/90ed9150fe3733db6fc0a038678b4996.png,public,train,1
data/public/img/train/90edc28c0d98488c8853bccefa2ae248.jpg,data/public/ann/train/90edc28c0d98488c8853bccefa2ae248.png,public,train,0
data/public/img/train/91a53c3c9812c8ce0a50d7700795b7b5.jpg,data/public/ann/train/91a53c3c9812c8ce0a50d7700795b7b5.png,public,train,3
data/public/img/train/91ab62f86ff99d7a473dd43a0944c3ff.jpg,data/public/ann/train/91ab62f86ff99d7a473dd43a0944c3ff.png,public,train,0
data/public/img/train/91c60b0f743327f3e681292f4d1dfa2f.jpg,data/public/ann/train/91c60b0f743327f3e681292f4d1dfa2f.png,public,train,0
data/public/img/train/91e84d91b69de9912151e5b8a35a7346.jpg,data/public/ann/train/91e84d91b69de9912151e5b8a35a7346.png,public,train,0
data/public/img/train/91ec770efc500187a229e758ea3785ec.jpg,data/public/ann/train/91ec770efc500187a229e758ea3785ec.png,public,train,0
data/public/img/train/91fcc9c7e75962757243647c8f339f79.jpg,data/public/ann/train/91fcc9c7e75962757243647c8f339f79.png,public,train,3
data/public/img/train/92a25dd4e8f82e2e14840288a0982e06.jpg,data/public/ann/train/92a25dd4e8f82e2e14840288a0982e06.png,public,train,1
data/public/img/train/92a283088100ceda2d5646f148df40c3.jpg,data/public/ann/train/92a283088100ceda2d5646f148df40c3.png,public,train,4
data/public/img/train/92a611454267a8030e54c09f9b7dc5ee.jpg,data/public/ann/train/92a611454267a8030e54c09f9b7dc5ee.png,public,train,4
data/public/img/train/92c78605b2c496b4e7f3bbbe7b2eaaa8.jpg,data/public/ann/train/92c78605b2c496b4e7f3bbbe7b2eaaa8.png,public,train,2
data/public/img/train/92cfcfd20e6b8dd91ef745a8a9ced780.jpg,data/public/ann/train/92cfcfd20e6b8dd91ef745a8a9ced780.png,public,train,0
data/public/img/train/92f9b503d2e690ef7a060cfba0463ba8.jpg,data/public/ann/train/92f9b503d2e690ef7a060cfba0463ba8.png,public,train,3
data/public/img/train/92fab855834a8e9eb7f41fdd4c447976.jpg,data/public/ann/train/92fab855834a8e9eb7f41fdd4c447976.png,public,train,1
data/public/img/train/93a13de406d8c718c9b5ce7fe21cb9ce.jpg,data/public/ann/train/93a13de406d8c718c9b5ce7fe21cb9ce.png,public,train,4
data/public/img/train/93a71b7cc576ddb87536f20a1632e3be.jpg,data/public/ann/train/93a71b7cc576ddb87536f20a1632e3be.png,public,train,0
data/public/img/train/93a57227c403d77df3dfdb66d733930f.jpg,data/public/ann/train/93a57227c403d77df3dfdb66d733930f.png,public,train,4
data/public/img/train/93ada240fdd73e4761f0c503c1601236.jpg,data/public/ann/train/93ada240fdd73e4761f0c503c1601236.png,public,train,2
data/public/img/train/93b9a6ddb28bef464d0d8e732d4a9071.jpg,data/public/ann/train/93b9a6ddb28bef464d0d8e732d4a9071.png,public,train,2
data/public/img/train/93d1db7a0c880f1d13e39c9886f82fd6.jpg,data/public/ann/train/93d1db7a0c880f1d13e39c9886f82fd6.png,public,train,0
data/public/img/train/93f88d55d0d0a2d8c3f3369d20f78360.jpg,data/public/ann/train/93f88d55d0d0a2d8c3f3369d20f78360.png,public,train,2
data/public/img/train/94a1fab0ae93fd5d4abd1fc8f73f9ca2.jpg,data/public/ann/train/94a1fab0ae93fd5d4abd1fc8f73f9ca2.png,public,train,2
data/public/img/train/94a6cefd1770046a80ebc31c16b749c9.jpg,data/public/ann/train/94a6cefd1770046a80ebc31c16b749c9.png,public,train,2
data/public/img/train/94b25be3cb7407b374f4eb89947e97dc.jpg,data/public/ann/train/94b25be3cb7407b374f4eb89947e97dc.png,public,train,2
data/public/img/train/94b84cc9345d2f13aba086aa3793dcb4.jpg,data/public/ann/train/94b84cc9345d2f13aba086aa3793dcb4.png,public,train,1
data/public/img/train/94c8e32e4556f64d6ba79d5783bcf454.jpg,data/public/ann/train/94c8e32e4556f64d6ba79d5783bcf454.png,public,train,2
data/public/img/train/94c25a7c51a99c10c5f4feb839f936bf.jpg,data/public/ann/train/94c25a7c51a99c10c5f4feb839f936bf.png,public,train,4
data/public/img/train/94cb3b48c00fa16beedb00accc0950cd.jpg,data/public/ann/train/94cb3b48c00fa16beedb00accc0950cd.png,public,train,3
data/public/img/train/94cbfe51148dbe1b47195c71d2456940.jpg,data/public/ann/train/94cbfe51148dbe1b47195c71d2456940.png,public,train,4
data/public/img/train/94ce4b10589c59d7a31bbffd77c92c22.jpg,data/public/ann/train/94ce4b10589c59d7a31bbffd77c92c22.png,public,train,2
data/public/img/train/94e7bb216c6ea5feaf28527bdb5b99b9.jpg,data/public/ann/train/94e7bb216c6ea5feaf28527bdb5b99b9.png,public,train,4
data/public/img/train/94e8268477c1424e95ec078daf11a2ea.jpg,data/public/ann/train/94e8268477c1424e95ec078daf11a2ea.png,public,train,0
data/public/img/train/094ee2fe82aaa5501992bbfb238b730d.jpg,data/public/ann/train/094ee2fe82aaa5501992bbfb238b730d.png,public,train,0
data/public/img/train/94fab47557bf6290dbd7ec675bcb8228.jpg,data/public/ann/train/94fab47557bf6290dbd7ec675bcb8228.png,public,train,1
data/public/img/train/95baf36f223ac943d5c89429808ac405.jpg,data/public/ann/train/95baf36f223ac943d5c89429808ac405.png,public,train,3
data/public/img/train/95ed5860dd3664b3f1cec2351a9e8eb2.jpg,data/public/ann/train/95ed5860dd3664b3f1cec2351a9e8eb2.png,public,train,1
data/public/img/train/96cf55c3966efec31d3acbb1dff9aa46.jpg,data/public/ann/train/96cf55c3966efec31d3acbb1dff9aa46.png,public,train,3
data/public/img/train/96e46f12988c7fe8dcfd354d050a0b07.jpg,data/public/ann/train/96e46f12988c7fe8dcfd354d050a0b07.png,public,train,2
data/public/img/train/96ed7f4551da857b95983123062b3f44.jpg,data/public/ann/train/96ed7f4551da857b95983123062b3f44.png,public,train,3
data/public/img/train/96fe6fb734a8364110e51c5f460e5910.jpg,data/public/ann/train/96fe6fb734a8364110e51c5f460e5910.png,public,train,1
data/public/img/train/97a72360273f03251e98fa1d36119855.jpg,data/public/ann/train/97a72360273f03251e98fa1d36119855.png,public,train,4
data/public/img/train/97b806b36e96511361f147104c29750a.jpg,data/public/ann/train/97b806b36e96511361f147104c29750a.png,public,train,0
data/public/img/train/97c58e98c59261b1b4aa7c4144bf9f58.jpg,data/public/ann/train/97c58e98c59261b1b4aa7c4144bf9f58.png,public,train,2
data/public/img/train/97cd4e6fecb22579d9d91d4a30266993.jpg,data/public/ann/train/97cd4e6fecb22579d9d91d4a30266993.png,public,train,2
data/public/img/train/97d89633bff87cf849da88a4bfcb3aec.jpg,data/public/ann/train/97d89633bff87cf849da88a4bfcb3aec.png,public,train,2
data/public/img/train/97da2203ed026899d8aefd417db24ad8.jpg,data/public/ann/train/97da2203ed026899d8aefd417db24ad8.png,public,train,0
data/public/img/train/97db6a755e6376a13a75f7438ac6e3ef.jpg,data/public/ann/train/97db6a755e6376a13a75f7438ac6e3ef.png,public,train,2
data/public/img/train/97db6649bd135ad14d1138f5e85f6b49.jpg,data/public/ann/train/97db6649bd135ad14d1138f5e85f6b49.png,public,train,0
data/public/img/train/98a2713a9468ef72adbd7cd0d4d937b1.jpg,data/public/ann/train/98a2713a9468ef72adbd7cd0d4d937b1.png,public,train,2
data/public/img/train/98ae50d24a69f0917795654ee671e3bf.jpg,data/public/ann/train/98ae50d24a69f0917795654ee671e3bf.png,public,train,0
data/public/img/train/098ae15021052a7176c96237e8772670.jpg,data/public/ann/train/098ae15021052a7176c96237e8772670.png,public,train,1
data/public/img/train/98ba14986d9bec04ff961bbdfb96d573.jpg,data/public/ann/train/98ba14986d9bec04ff961bbdfb96d573.png,public,train,0
data/public/img/train/98e63672e3e68ee36504f5df5cf0d748.jpg,data/public/ann/train/98e63672e3e68ee36504f5df5cf0d748.png,public,train,2
data/public/img/train/98ec9d8e7491ad5a082d3fe81d876c8d.jpg,data/public/ann/train/98ec9d8e7491ad5a082d3fe81d876c8d.png,public,train,3
data/public/img/train/98ef2f831714abe46b52963d42bacc1e.jpg,data/public/ann/train/98ef2f831714abe46b52963d42bacc1e.png,public,train,4
data/public/img/train/99b9449a4814f0425e5b765cdab783dc.jpg,data/public/ann/train/99b9449a4814f0425e5b765cdab783dc.png,public,train,3
data/public/img/train/99bb80f552124581502079170a660bbc.jpg,data/public/ann/train/99bb80f552124581502079170a660bbc.png,public,train,0
data/public/img/train/99cb12f314846d22548da24920b66b2b.jpg,data/public/ann/train/99cb12f314846d22548da24920b66b2b.png,public,train,2
data/public/img/train/99ce03a58173daa14f661b2bd23123aa.jpg,data/public/ann/train/99ce03a58173daa14f661b2bd23123aa.png,public,train,4
data/public/img/train/99d795ea01bddcfa49c12e289a46e32e.jpg,data/public/ann/train/99d795ea01bddcfa49c12e289a46e32e.png,public,train,3
data/public/img/train/99e31a3990046fc37c5d0d6037a7a0ef.jpg,data/public/ann/train/99e31a3990046fc37c5d0d6037a7a0ef.png,public,train,0
data/public/img/train/99f347c2fa5ff2d9bc0e29cacdf43037.jpg,data/public/ann/train/99f347c2fa5ff2d9bc0e29cacdf43037.png,public,train,1
data/public/img/train/101a2107dc724bd627d9b3c139c006f0.jpg,data/public/ann/train/101a2107dc724bd627d9b3c139c006f0.png,public,train,2
data/public/img/train/106f3e43f38be03a5ab935999ec90b18.jpg,data/public/ann/train/106f3e43f38be03a5ab935999ec90b18.png,public,train,0
data/public/img/train/111f62759566870f71f90b664d495ff6.jpg,data/public/ann/train/111f62759566870f71f90b664d495ff6.png,public,train,0
data/public/img/train/0113fe17f8346ab625c85996f970e678.jpg,data/public/ann/train/0113fe17f8346ab625c85996f970e678.png,public,train,1
data/public/img/train/116b087b7272e93d38f769c6fdeac0f4.jpg,data/public/ann/train/116b087b7272e93d38f769c6fdeac0f4.png,public,train,4
data/public/img/train/121a126808426993bce134a1e112f141.jpg,data/public/ann/train/121a126808426993bce134a1e112f141.png,public,train,4
data/public/img/train/121b8a39bfcd2f620609588a1f9632be.jpg,data/public/ann/train/121b8a39bfcd2f620609588a1f9632be.png,public,train,2
data/public/img/train/133c561545038541c275248fa379dd6a.jpg,data/public/ann/train/133c561545038541c275248fa379dd6a.png,public,train,4
data/public/img/train/134e04d5d91d869424f236ae74d7800f.jpg,data/public/ann/train/134e04d5d91d869424f236ae74d7800f.png,public,train,4
data/public/img/train/136edfd0916f70e6d2803bf6f59a3683.jpg,data/public/ann/train/136edfd0916f70e6d2803bf6f59a3683.png,public,train,3
data/public/img/train/140c4ca14cb940673c427233382ea423.jpg,data/public/ann/train/140c4ca14cb940673c427233382ea423.png,public,train,3
data/public/img/train/142ea932274bf8884c36d2efd5e8231c.jpg,data/public/ann/train/142ea932274bf8884c36d2efd5e8231c.png,public,train,4
data/public/img/train/147f594fc3e837f42be993b0dcf8c34b.jpg,data/public/ann/train/147f594fc3e837f42be993b0dcf8c34b.png,public,train,3
data/public/img/train/148a06493bebbc4e42935e255e41b767.jpg,data/public/ann/train/148a06493bebbc4e42935e255e41b767.png,public,train,3
data/public/img/train/148af315bd5572b35cfb1512c7be909e.jpg,data/public/ann/train/148af315bd5572b35cfb1512c7be909e.png,public,train,4
data/public/img/train/148f416904775e224901e5c545c8573b.jpg,data/public/ann/train/148f416904775e224901e5c545c8573b.png,public,train,4
data/public/img/train/149a6d2a888f6b54e57351b9ea71f5f5.jpg,data/public/ann/train/149a6d2a888f6b54e57351b9ea71f5f5.png,public,train,2
data/public/img/train/149b672dbb1c21ba915f76c9557c231a.jpg,data/public/ann/train/149b672dbb1c21ba915f76c9557c231a.png,public,train,4
data/public/img/train/152d90d6a879ca9de098597a0a9b0aae.jpg,data/public/ann/train/152d90d6a879ca9de098597a0a9b0aae.png,public,train,1
data/public/img/train/155a66bce5c51d76c36d9ec67be31da0.jpg,data/public/ann/train/155a66bce5c51d76c36d9ec67be31da0.png,public,train,1
data/public/img/train/155e6ff06deef62589add155ddc7a17e.jpg,data/public/ann/train/155e6ff06deef62589add155ddc7a17e.png,public,train,1
data/public/img/train/158a02310b7d8f0a613984c185b8170e.jpg,data/public/ann/train/158a02310b7d8f0a613984c185b8170e.png,public,train,1
data/public/img/train/158d173b3a19130259474c773bce5f59.jpg,data/public/ann/train/158d173b3a19130259474c773bce5f59.png,public,train,2
data/public/img/train/161ae66d455bdfc4f55e992e81eb2205.jpg,data/public/ann/train/161ae66d455bdfc4f55e992e81eb2205.png,public,train,0
data/public/img/train/162faebc8cd1a288515b1a467dfbfd83.jpg,data/public/ann/train/162faebc8cd1a288515b1a467dfbfd83.png,public,train,4
data/public/img/train/164f276f4d397779e3a685249f25010e.jpg,data/public/ann/train/164f276f4d397779e3a685249f25010e.png,public,train,2
data/public/img/train/166c93e9de320cbdda1fd7ce34ded28b.jpg,data/public/ann/train/166c93e9de320cbdda1fd7ce34ded28b.png,public,train,4
data/public/img/train/168c23dca8dce374503faade64111767.jpg,data/public/ann/train/168c23dca8dce374503faade64111767.png,public,train,2
data/public/img/train/174b2184f8447fc4fdc9d3ca808821d1.jpg,data/public/ann/train/174b2184f8447fc4fdc9d3ca808821d1.png,public,train,2
